,Hole_distance,Hole_dia,Big_Hole_dia,Pipe_Dia,H1H2,H2H3,res
0,136.2842184500434,2.0574958009104325,74.4561117791319,75.03995441844741,230.00192734034954,110.05264406481905,0.0
1,136.31353816891058,2.0570538761327977,74.46037004320449,75.06638777150246,229.9151679550927,109.89382219657868,0.0
2,136.32066823641506,2.0540579113529986,74.47571764328401,75.0668931452857,229.94921639127216,110.1060861947712,0.0
3,136.3396090674898,2.0539701313659617,74.48633056368995,75.06781170129247,230.05858941502132,110.0513432388713,0.0
4,136.34002710239517,2.0533914952481127,74.49381538589498,75.07611286893074,230.10075287794263,110.03649547122008,0.0
5,136.34167745345863,2.052859549660066,74.49391278391889,75.08092866168906,229.97149886557187,109.94608065317418,0.0
6,136.3474737088035,2.051711935508205,74.49862906793233,75.0871186565203,229.95900218724245,110.01089842216975,0.0
7,136.35181103197598,2.051177799515346,74.49949659916075,75.09394068175969,230.13303273924134,109.9547003132824,0.0
8,136.35229232933335,2.0511315149864595,74.50184358499598,75.09761357714366,229.9329095868759,110.04797691765327,0.0
9,136.35306474485296,2.0505117758933973,74.5044238470375,75.0988694962563,229.98722511737338,110.03017740029668,0.0
10,136.35316889466583,2.0504805811285367,74.50536688814287,75.10011036453409,229.95263648485601,110.04280818904985,0.0
11,136.3555877938025,2.0503630764946137,74.50584854344875,75.10091977767081,230.06398481366358,109.94005417944499,0.0
12,136.35594603646712,2.0501325946586406,74.50609188587184,75.10192642097664,229.99787501089253,109.93667412615599,0.0
13,136.3562144978404,2.0498439575538114,74.50716341238225,75.10233010743734,229.95416984950097,109.98391538865151,0.0
14,136.3563384978227,2.0497306664014445,74.50834684073695,75.1038896725064,230.00867963275365,110.09577293302674,0.0
15,136.35706966966248,2.0495354141219173,74.5092362985712,75.1050401210952,229.9281977946793,110.03130378210759,0.0
16,136.35714036945137,2.049032225177513,74.51115898386256,75.10536443431091,229.99543078475307,109.90208946820854,0.0
17,136.35844361675547,2.0489250339747245,74.51178721403791,75.10723878807642,229.9992506528997,109.95377780540136,0.0
18,136.35894630217774,2.048793568943359,74.51198461024974,75.10735320672543,229.98552494356514,110.01369510009495,0.0
19,136.36032060391287,2.048773837853892,74.51283543943968,75.10766381980851,229.9520433305279,110.0028376875444,1.0
20,136.36266018979302,2.048756371442143,74.5130442856303,75.10820078299646,229.8495131825248,110.09200576655125,1.0
21,136.3642779555243,2.0484392466805246,74.51307266037661,75.1083141218538,230.05177689775655,110.0124254776838,1.0
22,136.36518691619332,2.048424574423229,74.51326159470564,75.1086291919091,230.0098384637212,109.98155766165874,1.0
23,136.3663565802951,2.0484196257892724,74.51338268303171,75.1104896853578,230.1272343700872,110.01169989009348,1.0
24,136.3685062986971,2.048413047317084,74.51342833805694,75.11057653154998,230.06395618935503,110.09608584832748,1.0
25,136.37007413180348,2.048376138453548,74.51389681476826,75.11097705520939,229.88735902760217,109.99423478910578,1.0
26,136.3702820622672,2.0483309877085123,74.51472771158868,75.11108022612811,229.95611870579995,110.00994955932453,1.0
27,136.37088358288105,2.048289746648622,74.51483139607983,75.11111108096678,230.01522265471945,109.99450783571972,1.0
28,136.37095986458698,2.0482288349839046,74.51500323848443,75.11133362077165,230.11434323799512,109.90874847338591,1.0
29,136.37156866026803,2.0482221151663196,74.51595025272432,75.11186294847869,229.97569690234255,110.04572508137109,1.0
30,136.37321894613387,2.048203858062413,74.51689521802147,75.11225369961097,230.028581585855,109.93892399517429,1.0
31,136.37450097069032,2.0481556262954306,74.51696572752377,75.11299363408163,230.12118214747767,109.92038138817657,1.0
32,136.37537139138402,2.048080618749679,74.51705934785535,75.11333295746698,230.002739757198,110.04646131614561,1.0
33,136.3763245498728,2.048072534939349,74.51724275934417,75.11418603284017,229.96749366385143,110.0475332118472,1.0
34,136.37638171886826,2.048058526426627,74.51784610411478,75.11651040601522,230.04029974020432,110.06595562847755,1.0
35,136.3769092518029,2.0479794118256014,74.51889657010966,75.11683185068992,229.9788062203677,109.84519032503219,1.0
36,136.37719157640362,2.047884906358281,74.52007773612748,75.11744816558685,230.13409371692072,109.84859606994263,1.0
37,136.37787992460292,2.047872645658216,74.52040508916649,75.11817807957809,230.03297908095672,110.02967244210126,1.0
38,136.37862081977988,2.0478697012726625,74.5206539692386,75.11945455464245,230.01419057128564,109.93972187661662,1.0
39,136.3786919375329,2.0478602829345225,74.5221124067538,75.11961733053764,230.0111122644204,109.92655686037347,1.0
40,136.37997774296636,2.0478358329929427,74.5221853330969,75.11963014919749,230.0215175443733,110.03474239299908,1.0
41,136.380454029797,2.0478188324641806,74.5225729280298,75.12158214377762,230.09513159491476,109.97485069282925,1.0
42,136.38132159689707,2.0478139965415494,74.52263854629064,75.12290535864165,230.07140078789033,109.9255529807974,1.0
43,136.38138966222405,2.0476709033715452,74.52310553825508,75.1234648426506,229.94922552944828,109.9586568548882,1.0
44,136.3814038111708,2.0475303323323284,74.52393406307282,75.12374474123513,230.0552912109517,109.9117006194973,1.0
45,136.38252983675508,2.0474642186384897,74.52481364021278,75.12428973741419,229.98847214794927,109.90890803434182,1.0
46,136.38258273735516,2.0474037143141635,74.52487442267464,75.1246602640417,229.8959164678017,110.07315663261714,1.0
47,136.38269496234327,2.047357887465227,74.52495517022261,75.12515661559308,229.9164343154716,110.0225575313124,1.0
48,136.38312009789792,2.047297010735202,74.52513715516633,75.12517526282618,230.0358043674733,109.9985613861025,1.0
49,136.38314669491578,2.047275587622624,74.52532356495153,75.12539844190513,229.9303344344284,110.03178496855415,1.0
50,136.38333087304196,2.0472653697642893,74.52546676625029,75.12554805814885,230.0323063703452,110.04202822821142,1.0
51,136.38423225909523,2.047247707519236,74.52729499449778,75.12569099302114,230.0264086491858,109.92307521536452,1.0
52,136.38456542100855,2.047214772420098,74.52749983833392,75.12593270427752,229.98453201695153,109.96962002889676,1.0
53,136.38477310662512,2.047109732047252,74.52853376470837,75.12611160773912,229.95585348156308,110.05871006407837,1.0
54,136.3854679569986,2.0470417914966563,74.52885919169246,75.12646334587107,229.93343061970126,110.0870557670698,1.0
55,136.38641763020107,2.0469527282589812,74.52895810769739,75.12695000554669,230.11807761038497,109.97980303440598,1.0
56,136.3878790163918,2.046927948620475,74.52932698982345,75.12695984787798,229.93926333687156,109.87398213476406,1.0
57,136.38915879269678,2.0469030731625772,74.53160205034695,75.1272659995449,230.07734295665833,110.02998885841735,1.0
58,136.3896385879727,2.046770938344081,74.53256443278629,75.12804222580557,230.08840290691407,109.91799152222912,1.0
59,136.39006593215885,2.046744942112877,74.53327870628206,75.1284123852533,230.00837685132163,110.04047348720559,1.0
60,136.3903083759608,2.0467387812123583,74.53356047714232,75.12884328693552,230.00448862333968,110.01442301473824,1.0
61,136.39069576783623,2.0467256966239527,74.53357917787706,75.12885415546826,230.14208928602486,109.95212049575541,1.0
62,136.39203623525208,2.0466955580557857,74.53404183424047,75.1288705621564,230.07342819578002,110.06606195382246,1.0
63,136.39235728969365,2.0466711280967544,74.53433989812609,75.12956632013163,230.00426008940335,109.9104032301752,1.0
64,136.39241928245667,2.0466615733194624,74.53454158580108,75.130097901934,230.11394500987987,110.02974892024567,1.0
65,136.39241987542388,2.0466260039564683,74.5345417252219,75.13022767686739,229.93473363570465,109.91006210107314,1.0
66,136.39338098915252,2.0465991242522503,74.53559372202804,75.13044984202965,230.03949605220166,109.95333384576574,1.0
67,136.3938699834013,2.0465853759115054,74.53571739665983,75.13091796502847,229.93996022111273,109.9837213058426,1.0
